feature_set,strategy,scenario,repetition,outer_seed,fold,category,training_count,test_count,q1,q2,minimum_required,adequate,kmeans_seed
strict6,AFP K-Means,Adequacy diagnostic only,1,10,2,Large,1,,,,30,False,3885229075
strict6,AFP K-Means,Adequacy diagnostic only,1,10,2,Medium,54,,,,30,False,3885229075
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,2,Small,396,,,,30,False,871049065
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,2,Medium,52,,,,30,False,871049065
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,2,Large,1,,,,30,False,871049065
strict6,Training-fold AFP quantiles,Quantile,1,10,3,Small,150,16,131.333333333333,310.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,3,Medium,149,15,131.333333333333,310.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,3,Large,150,19,131.333333333333,310.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,3,Small,150,16,131.333333333333,310.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,3,Medium,149,15,131.333333333333,310.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,3,Large,150,19,131.333333333333,310.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,3,Small,384,,,,30,False,238982071
strict6,AFP K-Means,Adequacy diagnostic only,1,10,3,Medium,55,,,,30,False,238982071
strict6,AFP K-Means,Adequacy diagnostic only,1,10,3,Large,10,,,,30,False,238982071
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,3,Small,399,,,,30,False,387686563
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,3,Medium,49,,,,30,False,387686563
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,3,Large,1,,,,30,False,387686563
strict6,Training-fold AFP quantiles,Quantile,1,10,4,Small,152,17,132,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,4,Medium,147,15,132,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,4,Large,150,18,132,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,4,Small,152,17,132,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,4,Medium,147,15,132,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,4,Large,150,18,132,314.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,4,Small,419,,,,30,False,2418310569
strict6,AFP K-Means,Adequacy diagnostic only,1,10,4,Large,1,,,,30,False,2418310569
strict6,AFP K-Means,Adequacy diagnostic only,1,10,4,Medium,29,,,,30,False,2418310569
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,4,Small,402,,,,30,False,940752508
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,4,Large,2,,,,30,False,940752508
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,4,Medium,45,,,,30,False,940752508
strict6,Training-fold AFP quantiles,Quantile,1,10,5,Small,150,11,128.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,5,Medium,149,21,128.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,5,Large,150,18,128.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,5,Small,150,11,128.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,5,Medium,149,21,128.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,5,Large,150,18,128.333333333333,314.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,5,Small,418,,,,30,False,792574438
strict6,AFP K-Means,Adequacy diagnostic only,1,10,5,Medium,30,,,,30,False,792574438
strict6,AFP K-Means,Adequacy diagnostic only,1,10,5,Large,1,,,,30,False,792574438
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,5,Small,405,,,,30,False,1967540024
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,5,Large,2,,,,30,False,1967540024
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,5,Medium,42,,,,30,False,1967540024
strict6,Training-fold AFP quantiles,Quantile,1,10,6,Small,151,18,132,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,6,Medium,148,16,132,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,6,Large,150,16,132,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,6,Small,151,18,132,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,6,Medium,148,16,132,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,6,Large,150,16,132,321.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,6,Small,422,,,,30,False,3845433115
strict6,AFP K-Means,Adequacy diagnostic only,1,10,6,Large,1,,,,30,False,3845433115
strict6,AFP K-Means,Adequacy diagnostic only,1,10,6,Medium,26,,,,30,False,3845433115
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,6,Large,2,,,,30,False,389328077
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,6,Small,398,,,,30,False,389328077
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,6,Medium,49,,,,30,False,389328077
strict6,Training-fold AFP quantiles,Quantile,1,10,7,Small,152,12,129,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,7,Medium,147,18,129,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,7,Large,150,20,129,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,7,Small,152,12,129,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,7,Medium,147,18,129,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,7,Large,150,20,129,308.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,7,Small,421,,,,30,False,609200573
strict6,AFP K-Means,Adequacy diagnostic only,1,10,7,Large,1,,,,30,False,609200573
strict6,AFP K-Means,Adequacy diagnostic only,1,10,7,Medium,27,,,,30,False,609200573
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,7,Small,403,,,,30,False,3298699909
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,7,Large,2,,,,30,False,3298699909
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,7,Medium,44,,,,30,False,3298699909
strict6,Training-fold AFP quantiles,Quantile,1,10,8,Small,152,22,134,323,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,8,Medium,147,13,134,323,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,8,Large,150,15,134,323,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,8,Small,152,22,134,323,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,8,Medium,147,13,134,323,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,8,Large,150,15,134,323,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,8,Small,420,,,,30,False,2518813757
strict6,AFP K-Means,Adequacy diagnostic only,1,10,8,Large,1,,,,30,False,2518813757
strict6,AFP K-Means,Adequacy diagnostic only,1,10,8,Medium,28,,,,30,False,2518813757
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,8,Small,404,,,,30,False,187080926
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,8,Large,2,,,,30,False,187080926
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,8,Medium,43,,,,30,False,187080926
strict6,Training-fold AFP quantiles,Quantile,1,10,9,Small,150,11,128.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,9,Medium,149,18,128.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,9,Large,150,21,128.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,9,Small,150,11,128.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,9,Medium,149,18,128.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,9,Large,150,21,128.333333333333,307.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,9,Small,418,,,,30,False,4158372040
strict6,AFP K-Means,Adequacy diagnostic only,1,10,9,Large,1,,,,30,False,4158372040
strict6,AFP K-Means,Adequacy diagnostic only,1,10,9,Medium,30,,,,30,False,4158372040
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,9,Small,404,,,,30,False,1521325349
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,9,Large,2,,,,30,False,1521325349
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,9,Medium,43,,,,30,False,1521325349
strict6,Training-fold AFP quantiles,Quantile,1,10,10,Small,150,20,133.666666666667,330.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,10,Medium,150,21,133.666666666667,330.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,1,10,10,Large,150,8,133.666666666667,330.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,10,Small,150,20,133.666666666667,330.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,10,Medium,150,21,133.666666666667,330.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,1,10,10,Large,150,8,133.666666666667,330.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,1,10,10,Small,418,,,,30,False,805505106
strict6,AFP K-Means,Adequacy diagnostic only,1,10,10,Large,1,,,,30,False,805505106
strict6,AFP K-Means,Adequacy diagnostic only,1,10,10,Medium,31,,,,30,False,805505106
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,10,Medium,48,,,,30,False,3071644188
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,10,Small,400,,,,30,False,3071644188
strict6,Multivariate K-Means,Adequacy diagnostic only,1,10,10,Large,2,,,,30,False,3071644188
strict6,Training-fold AFP quantiles,Quantile,2,21,1,Small,152,22,134,326.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,1,Medium,147,16,134,326.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,1,Large,150,12,134,326.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,1,Small,152,22,134,326.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,1,Medium,147,16,134,326.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,1,Large,150,12,134,326.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,1,Small,418,,,,30,False,4016984532
strict6,AFP K-Means,Adequacy diagnostic only,2,21,1,Medium,30,,,,30,False,4016984532
strict6,AFP K-Means,Adequacy diagnostic only,2,21,1,Large,1,,,,30,False,4016984532
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,1,Large,2,,,,30,False,4234684902
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,1,Small,402,,,,30,False,4234684902
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,1,Medium,45,,,,30,False,4234684902
strict6,Training-fold AFP quantiles,Quantile,2,21,2,Small,150,20,133.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,2,Medium,149,14,133.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,2,Large,150,16,133.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,2,Small,150,20,133.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,2,Medium,149,14,133.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,2,Large,150,16,133.333333333333,321.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,2,Small,410,,,,30,False,1791529326
strict6,AFP K-Means,Adequacy diagnostic only,2,21,2,Large,1,,,,30,False,1791529326
strict6,AFP K-Means,Adequacy diagnostic only,2,21,2,Medium,38,,,,30,False,1791529326
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,2,Small,401,,,,30,False,3549541499
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,2,Large,2,,,,30,False,3549541499
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,2,Medium,46,,,,30,False,3549541499
strict6,Training-fold AFP quantiles,Quantile,2,21,3,Small,150,19,132.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,3,Medium,149,15,132.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,3,Large,150,16,132.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,3,Small,150,19,132.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,3,Medium,149,15,132.333333333333,321.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,3,Large,150,16,132.333333333333,321.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,3,Small,390,,,,30,False,2121875013
strict6,AFP K-Means,Adequacy diagnostic only,2,21,3,Large,11,,,,30,False,2121875013
strict6,AFP K-Means,Adequacy diagnostic only,2,21,3,Medium,48,,,,30,False,2121875013
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,3,Small,404,,,,30,False,1072899584
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,3,Medium,44,,,,30,False,1072899584
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,3,Large,1,,,,30,False,1072899584
strict6,Training-fold AFP quantiles,Quantile,2,21,4,Small,150,16,131.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,4,Medium,149,16,131.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,4,Large,150,18,131.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,4,Small,150,16,131.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,4,Medium,149,16,131.333333333333,314.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,4,Large,150,18,131.333333333333,314.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,4,Small,409,,,,30,False,821646800
strict6,AFP K-Means,Adequacy diagnostic only,2,21,4,Medium,39,,,,30,False,821646800
strict6,AFP K-Means,Adequacy diagnostic only,2,21,4,Large,1,,,,30,False,821646800
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,4,Medium,45,,,,30,False,3528512142
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,4,Small,402,,,,30,False,3528512142
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,4,Large,2,,,,30,False,3528512142
strict6,Training-fold AFP quantiles,Quantile,2,21,5,Small,152,22,134,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,5,Medium,147,13,134,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,5,Large,150,15,134,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,5,Small,152,22,134,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,5,Medium,147,13,134,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,5,Large,150,15,134,322.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,5,Small,416,,,,30,False,3051404060
strict6,AFP K-Means,Adequacy diagnostic only,2,21,5,Large,1,,,,30,False,3051404060
strict6,AFP K-Means,Adequacy diagnostic only,2,21,5,Medium,32,,,,30,False,3051404060
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,5,Small,398,,,,30,False,1995217294
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,5,Medium,49,,,,30,False,1995217294
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,5,Large,2,,,,30,False,1995217294
strict6,Training-fold AFP quantiles,Quantile,2,21,6,Small,152,12,129,324.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,6,Medium,147,25,129,324.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,6,Large,150,13,129,324.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,6,Small,152,12,129,324.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,6,Medium,147,25,129,324.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,6,Large,150,13,129,324.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,6,Small,408,,,,30,False,278876782
strict6,AFP K-Means,Adequacy diagnostic only,2,21,6,Large,1,,,,30,False,278876782
strict6,AFP K-Means,Adequacy diagnostic only,2,21,6,Medium,40,,,,30,False,278876782
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,6,Small,399,,,,30,False,3157717019
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,6,Large,2,,,,30,False,3157717019
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,6,Medium,48,,,,30,False,3157717019
strict6,Training-fold AFP quantiles,Quantile,2,21,7,Small,150,20,133.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,7,Medium,149,10,133.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,7,Large,150,20,133.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,7,Small,150,20,133.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,7,Medium,149,10,133.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,7,Large,150,20,133.333333333333,308.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,7,Small,420,,,,30,False,1242321265
strict6,AFP K-Means,Adequacy diagnostic only,2,21,7,Large,1,,,,30,False,1242321265
strict6,AFP K-Means,Adequacy diagnostic only,2,21,7,Medium,28,,,,30,False,1242321265
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,7,Small,405,,,,30,False,1741651413
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,7,Large,2,,,,30,False,1741651413
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,7,Medium,42,,,,30,False,1741651413
strict6,Training-fold AFP quantiles,Quantile,2,21,8,Small,150,14,129.333333333333,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,8,Medium,149,21,129.333333333333,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,8,Large,150,15,129.333333333333,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,8,Small,150,14,129.333333333333,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,8,Medium,149,21,129.333333333333,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,8,Large,150,15,129.333333333333,322.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,8,Small,421,,,,30,False,119473261
strict6,AFP K-Means,Adequacy diagnostic only,2,21,8,Large,1,,,,30,False,119473261
strict6,AFP K-Means,Adequacy diagnostic only,2,21,8,Medium,27,,,,30,False,119473261
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,8,Small,404,,,,30,False,3777354753
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,8,Medium,43,,,,30,False,3777354753
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,8,Large,2,,,,30,False,3777354753
strict6,Training-fold AFP quantiles,Quantile,2,21,9,Small,150,14,129.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,9,Medium,149,15,129.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,9,Large,150,21,129.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,9,Small,150,14,129.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,9,Medium,149,15,129.333333333333,307.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,9,Large,150,21,129.333333333333,307.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,9,Small,419,,,,30,False,3505946729
strict6,AFP K-Means,Adequacy diagnostic only,2,21,9,Large,1,,,,30,False,3505946729
strict6,AFP K-Means,Adequacy diagnostic only,2,21,9,Medium,29,,,,30,False,3505946729
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,9,Small,403,,,,30,False,572708942
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,9,Large,2,,,,30,False,572708942
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,9,Medium,44,,,,30,False,572708942
strict6,Training-fold AFP quantiles,Quantile,2,21,10,Small,150,8,127.666666666667,303.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,10,Medium,150,17,127.666666666667,303.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,2,21,10,Large,150,24,127.666666666667,303.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,10,Small,150,8,127.666666666667,303.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,10,Medium,150,17,127.666666666667,303.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,2,21,10,Large,150,24,127.666666666667,303.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,2,21,10,Small,407,,,,30,False,2680338483
strict6,AFP K-Means,Adequacy diagnostic only,2,21,10,Large,1,,,,30,False,2680338483
strict6,AFP K-Means,Adequacy diagnostic only,2,21,10,Medium,42,,,,30,False,2680338483
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,10,Small,402,,,,30,False,2526044515
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,10,Medium,47,,,,30,False,2526044515
strict6,Multivariate K-Means,Adequacy diagnostic only,2,21,10,Large,1,,,,30,False,2526044515
strict6,Training-fold AFP quantiles,Quantile,3,42,1,Small,150,14,129.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,3,42,1,Medium,149,16,129.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,3,42,1,Large,150,20,129.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,1,Small,150,14,129.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,1,Medium,149,16,129.333333333333,308.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,1,Large,150,20,129.333333333333,308.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,3,42,1,Small,419,,,,30,False,4039576609
strict6,AFP K-Means,Adequacy diagnostic only,3,42,1,Medium,29,,,,30,False,4039576609
strict6,AFP K-Means,Adequacy diagnostic only,3,42,1,Large,1,,,,30,False,4039576609
strict6,Multivariate K-Means,Adequacy diagnostic only,3,42,1,Medium,44,,,,30,False,1462785883
strict6,Multivariate K-Means,Adequacy diagnostic only,3,42,1,Small,403,,,,30,False,1462785883
strict6,Multivariate K-Means,Adequacy diagnostic only,3,42,1,Large,2,,,,30,False,1462785883
strict6,Training-fold AFP quantiles,Quantile,3,42,2,Small,152,17,132,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,3,42,2,Medium,147,18,132,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile,3,42,2,Large,150,15,132,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,2,Small,152,17,132,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,2,Medium,147,18,132,322.666666666667,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,2,Large,150,15,132,322.666666666667,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,3,42,2,Small,419,,,,30,False,2998382179
strict6,AFP K-Means,Adequacy diagnostic only,3,42,2,Large,1,,,,30,False,2998382179
strict6,AFP K-Means,Adequacy diagnostic only,3,42,2,Medium,29,,,,30,False,2998382179
strict6,Multivariate K-Means,Adequacy diagnostic only,3,42,2,Medium,47,,,,30,False,3323693741
strict6,Multivariate K-Means,Adequacy diagnostic only,3,42,2,Small,400,,,,30,False,3323693741
strict6,Multivariate K-Means,Adequacy diagnostic only,3,42,2,Large,2,,,,30,False,3323693741
strict6,Training-fold AFP quantiles,Quantile,3,42,3,Small,152,22,134,322.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,3,42,3,Medium,147,13,134,322.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,3,42,3,Large,150,15,134,322.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,3,Small,152,22,134,322.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,3,Medium,147,13,134,322.333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,3,42,3,Large,150,15,134,322.333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,3,42,3,Small,426,,,,30,False,2670475509
strict6,AFP K-Means,Adequacy diagnostic only,3,42,3,Large,1,,,,30,False,2670475509
strict6,AFP K-Means,Adequacy diagnostic only,3,42,3,Medium,22,,,,30,False,2670475509
strict6,Multivariate K-Means,Adequacy diagnostic only,3,42,3,Large,2,,,,30,False,23960189
